incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
LOC105607199	0	0	0	0	2	0	0	0	0	7	0	8	0	0
LOC105607198	0	4	10	6	0	0	0	0	39	22	12	35	20	8
PPP1R26	0	0	9	0	0	0	0	0	12	0	12	4	13	1
C3H9orf116	0	22	0	0	42	115	101	74	82	18	63	53	80	50
LOC105607196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCN15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM141	0	0	0	0	42	624	86	158	0	8	0	0	16	0
CCDC183	0	0	0	0	0	0	0	0	0	0	1	0	1	0
RABL6	1	0	0	0	0	0	0	0	1	13	4	6	2	0
C3H9orf172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMDC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDF1	24	301	229	290	587	4665	1561	2791	346	166	214	188	153	207
TRAF2	8	51	15	90	5	203	17	43	12	59	51	50	0	9
EXD3	0	0	0	1	0	0	49	0	6	40	2	13	103	16
NOXA1	20	0	0	0	0	0	6	0	22	0	0	0	0	0
ENTPD8	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101108730	269	256	275	220	41	540	121	397	972	781	210	388	2119	431
FAM166A	0	2	0	0	0	0	0	0	0	0	0	0	10	0
NELFB	0	0	0	0	0	10	0	0	0	0	0	1	0	0
LOC101103463	57	166	121	13	128	722	405	415	151	46	18	154	10	55
LCNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMF	0	0	4	0	0	0	0	0	0	0	0	3	0	0
PNPLA7	51	0	0	1	0	0	12	0	12	0	7	0	0	3
MRPL41	74	154	178	154	158	1173	814	542	60	21	41	170	62	82
DPH7	73	416	223	235	168	1732	477	1491	461	427	269	302	335	359
ZMYND19	2	0	18	32	0	45	76	5	40	11	8	22	43	8
ARRDC1	55	140	31	6	136	652	123	173	708	482	351	501	411	361
EHMT1	4	66	27	42	11	64	12	31	68	209	95	162	160	146
LOC101123026	0	0	4	0	0	4	0	0	0	0	0	0	56	0
LOC106990451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122774	0	0	0	0	0	0	0	0	0	7	1	0	0	4
LOC105611592	28	82	5	2	68	371	100	134	115	6	0	89	232	3
C2H1orf64	30	52	29	5	610	410	2377	958	515	296	74	57	861	384
FAM131C	0	0	0	0	1	0	0	0	5	9	0	30	1	0
LOC101111082	0	0	0	0	0	0	67	0	7	19	0	0	80	48
LOC101111165	0	1	0	2	0	9	4	0	0	8	0	0	32	0
EPHA2	44	111	17	15	1	110	7	24	859	782	558	373	486	389
ARHGEF19	0	0	0	0	20	211	115	117	4	35	0	0	0	7
LOC105611588	0	0	0	0	0	8	2	6	0	0	0	0	0	0
RSG1	0	0	0	0	0	6	0	0	0	0	0	0	0	0
LOC105611587	4	168	152	257	75	210	161	129	3783	1440	1257	1239	3484	472
LOC105611582	0	0	3	0	1	0	0	1	0	0	0	8	4	0
LOC106990538	121	112	1	508	2	91	81	42	180	86	185	225	224	165
FBXO42	211	764	490	626	77	883	636	353	2887	4154	2081	3049	1760	525
SZRD1	711	1981	1136	1322	703	4200	1345	2975	2594	1724	1641	3255	1442	1110
SPATA21	4	4	0	2	0	29	5	10	27	4	8	20	22	4
NECAP2	264	1164	342	707	218	3814	586	2257	1168	1302	728	1550	322	181
CROCC	0	0	0	0	0	40	0	8	16	0	17	0	85	2
MFAP2	0	9	0	0	0	0	0	0	43	7	9	8	224	8
ATP13A2	0	0	0	0	0	0	0	2	0	4	35	2	0	0
LOC105611576	2	162	261	86	4	324	14	107	494	430	102	263	405	140
SDHB	359	317	495	571	634	5294	4349	3982	425	316	240	487	172	336
PADI2	0	1	13	0	10	135	16	115	93	77	164	127	12	10
PADI1	10	0	14	0	0	0	0	0	78	10	35	2	0	32
PADI3	80	138	63	10	0	0	0	0	210	261	227	162	96	91
LOC105610921	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LOC101107939	0	4	0	0	0	0	0	0	0	21	44	38	15	0
PADI6	751	1415	287	420	54	635	345	449	5628	7399	5457	8490	6145	4231
RCC2	847	376	498	489	174	2704	372	1714	1118	532	951	1002	681	440
LOC105610920	0	0	0	2	8	983	2	820	0	58	7	0	0	0
LOC105611567	0	2	26	22	4	18	16	28	0	0	0	0	0	0
LOC106990976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	0	110	1	7	0	0	76	1	21	102	35	74	84	50
ACTL8	0	104	0	25	0	0	0	17	439	460	412	290	561	184
IGSF21	4	3	6	0	0	0	0	0	3	35	26	19	106	12
KLHDC7A	0	0	0	4	0	0	0	0	0	0	0	0	6	0
LOC106990975	0	0	0	0	0	0	0	0	0	0	0	0	0	44
PAX7	26	151	11	56	0	0	0	0	1058	112	59	14	25	158
LOC101106153	0	0	0	0	0	0	0	0	0	0	2	34	3	0
ALDH4A1	35	28	1	2	14	620	71	208	229	231	153	86	165	90
IFFO2	25	138	13	32	0	42	10	16	166	92	90	151	498	73
LOC106990912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBR4	908	1502	986	946	249	1501	398	1269	7263	4586	1638	3236	4862	2836
EMC1	437	804	390	564	52	1088	624	874	605	541	721	515	476	841
MRTO4	115	145	103	87	28	526	272	318	21	14	19	86	29	41
LOC105611549	0	0	0	0	0	21	0	4	0	0	0	0	0	0
LOC105611550	0	3	0	6	0	23	4	6	2	4	1	0	1	4
AKR7A2	0	28	6	2	0	78	6	28	26	18	4	21	6	3
PQLC2	7	53	5	28	0	88	4	18	4	0	0	0	4	0
CAPZB	22	51	18	27	89	497	128	299	261	136	120	293	86	82
MINOS1	365	315	585	585	365	1592	3161	1458	227	59	654	362	136	427
NBL1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
HTR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO4	4	4	0	0	4	98	0	40	94	178	58	147	357	31
LOC105611518	0	0	0	0	2	20	4	14	13	4	0	0	7	0
RNF186	0	0	0	0	0	0	0	0	20	0	0	0	0	0
LOC105613466	0	0	0	0	0	0	0	2	40	0	0	0	0	7
LOC105611511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	614	387	663	626	64	189	284	214	1177	1288	1978	1464	1982	1275
PLA2G2E	0	1	0	0	0	0	0	0	0	9	0	0	0	0
LOC101107675	0	9	0	0	0	0	0	0	0	0	0	24	0	0
LOC101107420	0	0	0	0	0	0	0	0	0	29	182	0	5	0
LOC101107171	0	0	0	0	0	145	12	60	0	0	0	0	0	0
LOC105611501	0	0	2	0	0	0	76	0	0	0	1	0	0	216
PLA2G5	0	0	0	2	64	2272	627	1006	21	0	0	0	11	0
PLA2G2D	53	73	36	35	2	26	0	36	185	297	1024	166	158	145
PLA2G2F	5	82	10	0	0	0	9	0	160	51	56	66	106	116
PLA2G2C	76	86	30	14	0	0	0	0	262	144	382	257	3	80
UBXN10	104	685	172	212	0	0	0	0	2882	5011	1314	2466	1125	888
VWA5B1	0	0	0	0	0	0	0	0	20	24	49	122	21	0
CAMK2N1	6	0	0	0	6	0	56	6	0	0	0	0	0	7
MUL1	0	0	42	0	80	789	172	413	338	222	318	376	224	66
LOC105611487	168	118	134	354	22	73	56	147	160	52	22	112	138	622
FAM43B	0	3	40	0	16	12	0	179	189	6	0	0	70	34
CDA	283	355	76	0	66	333	78	387	338	684	262	330	111	112
PINK1	220	62	116	89	426	2152	1488	1898	532	462	480	525	1204	531
DDOST	168	649	626	470	54	2206	829	1844	349	211	169	862	126	739
KIF17	38	0	52	0	3	108	23	83	146	424	154	581	261	76
SH2D5	0	0	0	1	0	0	0	0	0	0	0	4	0	1
HP1BP3	1483	2771	3616	1592	232	944	2800	1503	4174	2987	3256	4057	3354	3203
LOC105606988	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G3	390	497	782	383	155	953	968	675	3870	3630	3388	3700	1084	2227
LOC105611472	0	2	0	0	8	12	10	47	2	0	4	0	0	0
ECE1	4	122	5	0	18	62	4	73	261	548	192	609	100	184
ALPL	58	231	92	11	0	0	125	72	625	758	256	273	614	171
RAP1GAP	15	7	2	13	2	27	0	0	37	63	229	4	59	26
USP48	214	953	1033	532	1175	5934	7927	7953	1955	1185	8275	2038	1753	1258
LDLRAD2	37	0	0	0	0	0	6	0	0	0	0	9	65	74
HSPG2	48	82	51	174	7	82	4	70	970	4	0	437	722	1429
LOC101103876	0	0	0	5	0	0	0	0	0	0	0	0	0	0
LOC101103454	0	0	0	0	3	4	3	2	0	0	0	0	14	9
LOC101103215	40157	20995	16787	12819	2132	18592	11813	12495	23941	19839	45944	14545	41504	27431
LOC105611419	0	8	0	0	0	0	0	0	28	0	0	0	0	17
WNT4	1	0	0	1	0	2	1	1	48	0	1	1	0	23
ZBTB40	107	390	306	121	58	574	406	743	2842	2686	1367	1576	2931	736
EPHA8	0	0	0	0	0	0	0	0	8	0	0	0	0	0
C1QA	18	142	0	0	6	0	18	0	85	38	33	10	128	0
C1QC	0	220	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123446	0	0	0	0	0	0	0	0	1	37	0	0	0	0
C1QB	196	781	0	0	0	0	0	0	0	0	0	0	0	0
EPHB2	6	0	0	14	0	1	0	0	12	27	8	5	7	126
LACTBL1	15	0	0	0	0	0	0	0	27	4	44	14	5	9
C2H1orf234	27	245	212	138	0	0	40	0	417	1392	1177	421	345	579
KDM1A	2543	1321	2283	2096	276	2182	2106	2290	2571	1560	11468	1414	2766	2830
LUZP1	2299	3493	2465	1051	858	3603	2763	3573	6534	1952	3974	3205	6838	3832
HTR1D	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HNRNPR	1461	1774	1885	1141	349	3678	1761	3458	2194	1434	2812	1581	1855	2542
ZNF436	762	767	325	166	4	144	26	245	2833	1950	4149	4523	1311	2030
LOC105606976	2	148	0	0	11	3	0	2	69	32	26	28	0	10
LOC106990852	19	49	5	61	0	0	0	27	0	25	61	12	0	18
TCEA3	0	11	0	4	5	16	47	4	69	57	9	162	13	16
ASAP3	1376	4035	608	1738	18	488	246	135	11809	10093	6768	3813	15548	4974
E2F2	388	247	374	76	0	58	0	5	2384	1642	1610	2522	2775	484
ID3	1052	1460	896	479	3	179	11	92	1084	1335	1365	1504	1600	1281
RPL11	113	226	245	197	420	2127	2628	1532	100	57	96	156	126	135
LOC105606974	76	60	154	130	15	96	143	116	0	16	23	24	2	57
TCEB3	918	1811	954	2015	394	2207	2265	2500	10447	12755	6522	3284	20469	12950
PITHD1	3388	5386	4352	4751	312	2551	3483	3576	8220	5759	13922	8453	9483	4130
LYPLA2	157	245	29	64	178	2591	26	1236	1273	1569	1195	1322	590	552
GALE	188	130	120	333	408	3248	1109	1742	161	420	218	1216	258	366
HMGCL	218	548	395	339	282	2641	1087	3545	179	117	286	44	160	107
FUCA1	548	1714	985	1401	905	5912	10623	8046	2677	2450	5151	2808	5041	3387
CNR2	256	24	51	63	206	872	1077	1333	56	8	0	0	2	0
LOC101118928	16556	13158	7438	8677	621	5673	6631	6406	6465	4967	6164	5441	2804	2188
PNRC2	6972	9170	7482	4539	611	6087	5358	7580	5253	5753	11397	8569	2505	3615
SRSF10	7624	9846	10315	10144	767	7113	11116	5563	7921	4957	11023	14582	4615	7495
MYOM3	96	0	2	1	0	0	0	0	18	77	88	64	93	6
IL22RA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNLR1	40	0	0	12	0	1	24	4	389	329	188	189	370	85
GRHL3	523	784	169	49	43	267	294	91	4992	6011	5169	6681	7729	3407
STPG1	0	0	10	0	0	0	0	0	51	6	0	15	8	7
NIPAL3	76	91	33	59	24	2	131	68	229	119	344	274	380	136
RCAN3	1709	2625	1794	1899	29	150	77	64	4629	4539	3706	4583	5362	4081
NCMAP	0	2	0	0	0	0	0	0	2	0	0	0	0	10
SRRM1	9380	9684	8951	6746	960	8547	7445	8722	9768	8740	12929	11838	20682	10879
LOC105606970	0	0	0	0	2	17	18	4	0	4	42	0	8	0
LOC101116025	0	0	0	0	0	0	0	0	0	0	4	0	0	12
LOC106990974	100	341	18	46	247	583	2107	620	54	234	22	19	154	229
CLIC4	10140	25131	15375	12779	2314	11278	38446	16859	51246	51956	98897	57519	37547	28904
RUNX3	0	0	0	2	0	0	0	0	0	34	0	0	0	26
SYF2	17077	10892	10981	11053	609	3094	5572	3966	18150	5400	2758	5204	65943	26986
RSRP1	2182	1413	2317	1991	84	466	865	301	3906	12280	1105	895	18564	6266
TMEM50A	6729	10330	10933	12529	1020	6848	14274	10069	6563	8600	9930	11607	2864	6039
LOC101114847	1	0	14	10	4	0	0	4	35	14	16	13	0	5
TMEM57	531	1596	559	524	225	843	2013	794	3623	3108	2887	2948	2587	1916
LDLRAP1	296	3036	825	1429	140	1305	360	621	8244	6293	4577	4478	4518	2754
MAN1C1	102	250	0	52	2	0	0	0	277	265	192	59	92	170
SEPN1	1	67	79	18	0	0	0	0	156	457	129	166	446	48
MTFR1L	9915	20548	10534	10065	260	5008	1443	3775	4653	1588	3775	6886	4622	5547
AUNIP	3487	5917	4232	4466	92	1372	890	1020	9614	6498	20080	12495	10006	9578
PAQR7	0	0	48	0	0	0	0	0	167	106	302	67	73	39
LOC106990973	0	0	0	2	0	0	0	0	2	17	34	3	16	7
STMN1	827	874	1489	880	58	461	605	388	2745	3604	2415	2161	419	1670
PAFAH2	0	101	0	54	64	793	645	565	16	170	90	178	40	131
EXTL1	0	0	0	2	0	0	1	1	48	0	2	0	0	0
SLC30A2	13	0	0	0	376	1366	925	2684	48	0	0	0	0	0
LOC101117060	44	120	112	93	148	886	1769	848	0	10	2	54	28	28
TRIM63	0	0	6	4	8	47	47	96	48	0	0	0	0	0
PDIK1L	1594	1366	424	891	66	780	474	533	128	0	105	450	251	486
FAM110D	0	0	0	0	0	0	0	0	4	0	0	4	0	0
ZNF593	106	52	107	101	15	221	89	125	107	5	7	53	1	36
CNKSR1	86	177	34	130	24	182	34	107	816	2156	708	946	1173	168
LOC105606966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPER4	0	0	0	0	10	0	1	32	0	0	0	0	0	0
CEP85	1290	2953	1435	1638	13	561	316	273	4310	4310	9163	4815	3771	3354
SH3BGRL3	0	20	2	2	0	16	16	9	0	0	4	0	8	5
UBXN11	16	188	1	0	65	523	52	364	235	305	198	166	150	7
AIM1L	42	404	81	48	56	32	79	6	587	390	773	585	733	57
ZNF683	0	0	0	0	0	0	0	0	0	8	0	2	0	0
LOC105606964	0	0	0	0	0	0	0	0	0	33	0	0	0	38
LIN28A	1	113	29	12	7	176	0	29	844	376	386	353	430	203
DHDDS	909	1390	2663	1798	97	1793	605	970	2333	3427	3415	4107	1356	760
HMGN2	5356	10547	7315	6410	1235	17058	18442	16253	17446	12698	24525	23340	5385	9552
LOC101110394	327	599	395	333	27	270	305	245	163	131	132	221	107	375
RPS6KA1	4	74	12	60	52	268	280	251	709	526	522	449	220	343
LOC106990911	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ARID1A	635	2696	943	1091	240	1840	1276	1504	8367	5220	4508	5906	9103	2402
LOC105611280	0	0	0	0	0	6	0	0	6	0	0	0	0	0
PIGV	421	411	274	423	26	610	386	497	1895	1739	1609	1433	1166	707
ZDHHC18	1	52	2	30	3	24	3	1	155	44	51	62	133	55
SFN	44	86	5	101	6	110	2	27	331	148	195	185	483	173
GPN2	76	65	90	155	16	289	70	197	682	400	264	329	619	290
GPATCH3	108	22	325	70	30	438	145	313	142	94	10	211	52	64
NR0B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDC	693	1241	809	1491	313	5794	662	2858	2831	1631	1544	2825	1443	807
KDF1	0	31	16	0	14	166	48	77	55	29	39	106	8	35
TRNP1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LOC105606960	58	25	2	0	0	0	18	45	31	12	2	73	10	8
FAM46B	1050	2227	575	746	150	820	229	580	11112	5118	5930	5319	6468	1487
LOC105606958	2	0	0	0	2	0	6	0	29	3	18	0	18	0
SLC9A1	153	7	28	163	3	6	0	13	842	458	475	534	966	201
WDTC1	0	14	2	9	8	27	14	11	11	25	70	77	24	1
LOC101108028	0	3	0	1	0	0	0	0	0	0	0	0	0	0
LOC105606957	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TMEM222	60	469	244	490	64	1729	142	1632	187	114	337	443	158	327
SYTL1	0	34	15	84	14	79	0	50	51	11	2	8	37	0
MAP3K6	0	0	26	0	55	674	159	287	205	73	97	133	8	33
FCN3	52	33	56	72	9	0	28	68	668	676	409	762	637	503
CD164L2	1467	2577	955	1239	10	35	0	69	6665	6716	3113	9144	4682	6301
GPR3	0	0	22	18	0	0	0	0	189	128	167	154	9	9
LOC105606955	0	0	0	0	0	0	1	0	0	0	5	0	0	0
WASF2	22	160	148	260	70	306	222	219	163	24	299	342	373	181
AHDC1	0	0	0	6	0	35	25	50	12	0	0	26	0	0
FGR	0	0	34	3	0	0	0	12	51	107	0	8	32	6
IFI6	0	351	0	0	0	40	127	45	0	2	6	0	0	0
LOC101106571	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FAM76A	78	446	591	185	71	482	437	496	1268	1302	1421	1778	342	594
STX12	3243	12912	7931	6775	466	2268	3424	2228	12899	12777	22127	15189	5675	9569
PPP1R8	429	1422	963	767	101	1054	603	757	1012	485	1426	1595	269	767
LOC101112204	0	0	0	0	0	2	0	0	20	1	0	0	0	0
THEMIS2	0	0	3	0	6	6	0	0	0	22	14	0	0	37
RPA2	2438	8171	5538	6087	296	4569	5527	4989	2091	1228	5295	3703	1017	3002
SMPDL3B	4	0	1	0	0	0	57	0	0	0	0	0	0	5
XKR8	739	959	215	477	100	556	634	654	2950	3308	3364	2346	2485	1411
EYA3	2280	2546	1904	1856	368	1906	2438	1781	10579	10242	8723	9622	7927	7087
LOC101111434	1	1	1	0	0	1	0	0	0	0	0	0	0	0
LOC101104811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAFR	17	0	0	43	0	0	0	0	0	0	2	0	20	0
DNAJC8	2997	11395	5873	6870	674	6007	5717	5332	7649	6810	9094	9721	3468	3499
LOC101110916	49	127	58	64	748	4248	10241	4439	11	12	11	15	182	6
SESN2	104	36	119	69	13	236	62	105	748	605	194	278	1313	223
MED18	553	459	956	636	244	1417	1002	1025	454	516	1557	973	93	325
LOC101110400	0	0	7	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	623	808	1395	1294	196	1453	1412	1500	1058	662	981	1483	897	955
LOC105611191	0	0	0	1	2	11	0	6	0	0	0	0	0	0
LOC105608205	24098	10195	29580	18101	1181	6827	5043	7336	651	882	362	5464	6949	7604
RCC1	122	239	371	297	19	604	316	299	147	419	256	284	289	93
TRNAU1AP	294	422	359	541	125	1361	771	914	309	473	421	662	224	366
LOC101102543	101	109	501	190	106	1258	596	617	60	98	71	131	249	159
RAB42	2	18	27	4	7	222	0	14	40	38	22	55	17	8
TAF12	7212	9934	5561	6292	323	3683	4994	2985	6039	5936	7926	7493	1306	2035
LOC101123533	34	16	38	71	53	391	683	567	20	9	39	48	55	49
GMEB1	234	1358	1136	411	38	360	28	355	1282	807	1054	1288	417	798
YTHDF2	16265	10946	9595	5585	600	6558	4561	6924	7843	1134	1496	8151	14204	7017
OPRD1	6	0	1	0	0	0	0	0	0	0	0	0	0	0
EPB41	4201	5137	4414	2283	154	603	423	688	14929	19495	25645	15941	20308	16827
TMEM200B	42	1	0	0	1	4	26	1	46	6	31	10	19	2
LOC105611150	92	80	221	261	44	51	663	134	4	72	0	158	56	46
SRSF4	6521	3817	3652	2763	364	2225	1933	1798	7254	5364	2202	3376	20999	3362
MECR	214	1082	256	339	306	3463	786	3179	2094	1731	1447	1946	1513	939
PTPRU	0	0	0	0	6	114	40	130	62	18	13	21	150	0
LOC105608214	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611135	0	0	0	1	0	0	0	0	0	2	0	0	0	4
LOC105608216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN1	0	0	0	0	8	27	2	45	0	0	0	0	0	0
LAPTM5	6	720	9	0	0	0	0	0	6	2	10	6	0	3
LOC101108033	48	62	119	49	30	386	158	239	183	100	182	323	310	470
SDC3	140	28	8	95	0	0	0	0	792	269	345	375	828	107
PUM1	1544	1192	1039	978	186	1847	1297	2254	933	976	488	1541	499	1327
NKAIN1	0	22	2	0	11	0	0	25	0	0	0	0	0	0
SNRNP40	3597	6773	3060	4819	715	8721	3772	6985	8317	6818	15493	6891	8100	8445
ZCCHC17	770	5136	2439	5266	598	3559	6132	4358	705	345	683	1179	453	251
FABP3	460	789	1085	478	1286	8839	15204	7589	1548	993	469	641	598	118
LOC105608219	0	110	128	26	54	661	85	315	378	157	75	32	210	28
SERINC2	148	279	6	100	293	2216	112	1381	918	1358	1174	695	610	125
LOC101107259	0	0	4	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	18	0	0	0	0	0	0	0	20	251	0	6	345	50
HCRTR1	0	0	0	162	0	0	1	0	129	0	28	0	0	0
PEF1	389	232	6	0	364	4851	1325	3489	1690	672	1019	1149	498	56
COL16A1	27	31	0	119	0	0	0	0	938	84	196	300	905	949
ADGRB2	26	173	2	2	2	46	0	16	123	94	183	35	355	16
SPOCD1	0	1	0	0	0	0	0	0	459	0	835	188	823	0
PTP4A2	17089	29230	32101	24874	1044	6312	11966	8791	40073	42623	73484	50676	21908	55499
KHDRBS1	728	610	256	267	305	1521	2848	2309	1742	583	1450	1711	1618	765
TMEM39B	247	1675	148	227	26	328	68	387	1728	2243	743	2357	1519	502
KPNA6	5503	3107	3494	2271	164	681	1220	1353	5670	1226	3056	2945	11779	3043
TXLNA	68	100	294	284	62	1736	276	806	1167	656	853	927	1819	652
CCDC28B	0	23	6	0	0	0	0	0	12	6	0	0	26	1
IQCC	91	44	48	11	4	82	2	13	240	62	28	140	181	57
LOC106990972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCDC2B	0	0	1	6	0	0	0	4	89	0	16	0	248	0
TMEM234	174	120	582	163	94	393	205	569	393	30	352	253	102	84
EIF3I	10498	6789	7874	6217	994	9900	7523	7000	5200	3235	8060	8029	5357	5544
LOC101115435	0	0	1	0	0	0	0	0	22	0	13	0	0	0
FAM167B	0	0	19	0	0	0	0	0	0	0	0	0	0	0
LCK	0	0	0	0	0	0	0	0	0	0	0	16	1	0
HDAC1	2640	1843	1855	1791	960	10735	5941	8985	784	274	446	435	362	728
MARCKSL1	204	165	111	45	768	5592	2319	4528	3185	1614	512	385	2890	469
FAM229A	0	2	0	0	0	0	0	0	0	6	0	0	19	0
TSSK3	38	0	0	0	9	0	0	1	0	19	0	0	92	0
BSDC1	269	550	173	314	23	625	93	234	2538	3973	2190	1759	293	329
ZBTB8B	32	172	151	66	4	29	0	0	287	295	246	376	210	109
LOC101113130	10	0	0	0	2	0	14	0	0	0	0	0	1	8
ZBTB8A	2439	1317	424	394	4	243	149	68	984	352	314	269	400	1034
ZBTB8OS	64	107	138	77	27	134	189	120	21	45	56	74	26	102
RBBP4	12135	26507	18549	14984	1081	9710	9177	10094	19075	8652	39305	13891	10883	16998
SYNC	530	306	407	520	126	655	1225	585	492	114	1237	327	504	392
LOC101112116	0	0	0	0	0	0	0	0	0	16	0	0	0	0
KIAA1522	22	6	116	33	78	326	476	265	431	241	325	125	546	286
YARS	2199	2199	2132	1692	273	4106	679	2117	1797	1501	1159	2022	880	811
S100PBP	6593	8094	5271	4877	393	2403	3766	3192	7207	8283	6991	7133	4266	6341
FNDC5	0	0	0	52	0	0	0	1	169	28	6	52	0	46
LOC106990918	0	0	0	0	0	2	0	0	2	22	0	0	11	0
HPCA	0	0	0	0	0	0	0	0	0	1	13	3	3	0
TMEM54	0	0	0	3	53	0	32	64	11	15	5	16	0	0
RNF19B	3650	3797	3249	2299	37	155	40	161	15214	10194	17711	10298	14803	8156
LOC105610105	0	0	0	0	0	0	0	17	0	86	0	0	0	0
AK2	1185	3108	3358	2507	969	8537	5606	6671	2526	2840	5447	5982	1730	1487
AZIN2	616	970	441	719	4	0	0	10	2627	1118	4366	1819	3380	1129
TRIM62	359	86	412	464	18	11	70	43	1296	457	448	558	831	688
LOC106990971	0	0	0	0	0	0	0	13	14	16	0	2	4	47
ZNF362	507	586	2	89	0	0	0	0	2206	1890	2120	1164	4264	570
LOC105610102	7	26	0	8	0	0	0	0	181	74	68	19	245	23
A3GALT2	0	0	1	0	0	0	0	0	8	0	0	4	112	38
PHC2	469	1192	455	375	57	417	47	346	5635	5187	3314	2739	7511	2117
LOC101103458	72	235	139	160	27	181	252	320	806	448	326	338	1118	140
LOC101103218	74	142	203	160	18	228	199	129	263	4	23	124	20	234
CHRNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECEL1	0	0	0	0	24	0	0	34	0	0	3	0	0	0
LOC105610110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109677	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101101962	0	46	2	55	470	3375	450	7745	10	0	0	14	0	0
LOC101109419	0	0	0	0	43	70	86	64	0	0	0	0	0	0
LOC101123537	0	0	0	0	6	49	15	17	0	0	0	0	0	0
LOC101109150	0	6	2	2	0	144	310	141	0	0	0	0	0	0
LOC106990892	0	0	37	0	0	0	0	0	0	0	0	0	0	0
DIS3L2	599	332	92	137	26	235	201	178	665	1209	1663	1478	456	669
LOC101123276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COPS7B	135	698	280	383	52	421	387	375	1527	1330	1730	1420	1432	423
PDE6D	2409	5753	3984	3167	208	1621	2306	1341	5258	3443	5953	9455	2127	2741
PTMA	871	2025	1410	781	1655	18334	5466	8360	2289	1750	1064	1291	3055	1606
LOC105610100	49	423	0	82	0	0	0	0	374	246	269	354	296	241
C2H2orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMUR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610097	42	216	2	96	26	1032	302	527	395	439	109	150	60	12
NCL	8118	13719	25978	15699	3632	34326	17033	22320	29165	11716	27856	23737	38548	24660
LOC101122505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT7	0	0	0	0	0	82	0	8	0	0	0	0	0	0
ARMC9	159	173	175	189	11	196	66	138	283	375	122	211	128	104
LOC101107074	54	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR2B	43	265	150	75	26	35	125	41	53	122	92	104	0	42
PSMD1	3917	5866	5048	3016	713	4880	4619	5016	11878	10742	14225	10887	9767	7828
C2H2orf72	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SPATA3	0	1	0	0	0	0	5	0	0	0	0	0	0	0
GPR55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITM2C	0	6	0	0	0	0	0	0	0	9	3	0	0	1
CAB39	10776	6538	8056	5372	936	3408	9537	6524	4017	3808	3988	5859	4177	1917
LOC105610092	0	0	0	0	4	0	30	10	0	0	0	0	0	0
LOC101121244	0	1	0	0	0	0	0	26	0	0	0	0	0	0
LOC101120993	0	1	0	0	0	0	0	6	41	10	42	4	186	8
